½¹Ì¿2401,2165.0,2165.0,2023-05-09
½¹Ì¿2309,2227.5,2227.5,2023-05-09
½¹Ì¿Ö÷Á¦,2227.5,2227.5,2023-05-09
½¹Ì¿2401,2104.5,2113.0,2023-05-10
½¹Ì¿2309,2150.0,2163.5,2023-05-10
½¹Ì¿Ö÷Á¦,2150.0,2163.5,2023-05-10
